m_mu,0.105658
V_us,0.225
V_tb,1
m_u,0.00216
e_em,0.313409
m_t,172.638
m_s,0.0935
m_c,0.651171
m_b,2.90195
M_Z,91.1876
V_ts_rel,-0.0418162
V_ub_img,-0.00327421
V_ts_img,-0
G_F,1.16637e-05
V_cs_rel,0.974688
V_cs_img,0
s_34,-0.0111637
theta_W,0.501557
s_12,4.21503
M_W,80.3692
V_cb,0.0418162
reg_prop,0.001
Finite,1
V_ub_rel,0.00149598
